facility_id,facility_name,jurisdiction,facility_type,security_level,operational_status,street_address,city,state,zip_code,county,county_fips,phone_number,website,latitude,longitude,design_capacity,population,gender,data_source
10000480,St. Petersburg Community Release Center,State,Community Corrections / Re-entry,Not Specified,Open,4237 8th Ave S,St Petersburg,FL,33711,Pinellas,12103,(727) 893-2289,http://www.dc.state.fl.us/org/facilitydir.html,27.762227,-82.690616,,141,Not Specified,DHS HIFLD Critical Infrastructure
10002157,Saint John's Youth Academy,State,Juvenile Detention / Residential,Juvenile,Open,4500 Avenue D,St. Augustine,FL,32085,St. Johns,12109,(904) 829-8850,http://www.djj.state.fl.us/programs-facilities/residential-facilities,29.942123,-81.339243,70,63,Not Specified,DHS HIFLD Critical Infrastructure
10004633,Martin Girls Academy,State,Juvenile Detention / Residential,Juvenile,Open,800 SE Monterey Boulevard,Stuart,FL,34994,Martin,12085,(772) 233-4406,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.170608,-80.243272,30,,Not Specified,DHS HIFLD Critical Infrastructure
10000390,Juvenile Unit for Specialized Treatment,State,Juvenile Detention / Residential,Juvenile,Open,29841 Liberty Wilderness Rd,Sumatra,FL,32335,Liberty,12077,(850) 379-8344,http://www.djj.state.fl.us/programs-facilities/residential-facilities,30.185106,-84.940439,44,65,Not Specified,DHS HIFLD Critical Infrastructure
10001437,Shisa House - West,State,Adult Correctional Facility,Minimum,Open,418 W Virginia St,Tallahasse,FL,32301,Leon,12073,(850) 222-4859,https://www.shisa.org/,30.446103,-84.286486,25,28,Not Specified,DHS HIFLD Critical Infrastructure
10000377,Leon Regional Juvenile Detention Center,State,Juvenile Detention / Residential,Juvenile,Open,2303 Ronellis Dr,Tallahassee,FL,32310,Leon,12073,(850) 488-7672,http://www.djj.state.fl.us/programs-facilities/detention-centers,30.415777,-84.337892,40,,Not Specified,DHS HIFLD Critical Infrastructure
10001438,Seminole Work & Learn,State,Juvenile Detention / Residential,Juvenile,Closed,3420 Capital Circle SW,Tallahassee,FL,32310,Leon,12073,,,30.397303,-84.338907,24,0,Not Specified,DHS HIFLD Critical Infrastructure
10000374,Tallahassee Community Release Center,State,Community Corrections / Re-entry,Minimum,Open,2616a Springhill Rd,Tallahassee,FL,32305,Leon,12073,(850) 488-2478,http://www.dc.state.fl.us/org/facilitydir.html,30.408401,-84.306132,,120,Not Specified,DHS HIFLD Critical Infrastructure
10000373,Tallahassee Road Prison,State,State / Federal Prison,Medium,Closed,2628 Springhill Rd,Tallahassee,FL,32305,Leon,12073,,,30.407674,-84.306521,,0,Not Specified,DHS HIFLD Critical Infrastructure
10004615,Columbus Youth Academy,State,Juvenile Detention / Residential,Juvenile,Open,9502 East Columbus Drive,Tampa,FL,33619,Hillsborough,12057,(813) 769-0445,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.966709,-82.341954,50,40,Not Specified,DHS HIFLD Critical Infrastructure
10004616,Hillsborough Girls Academy,State,Juvenile Detention / Residential,Juvenile,Open,9506 East Columbus Drive,Tampa,FL,33619,Hillsborough,12057,(813) 630-2900,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.968828,-82.340762,20,13,Not Specified,DHS HIFLD Critical Infrastructure
10000481,"Hillsborough Juvenile Detention Center, West",State,Juvenile Detention / Residential,Juvenile,Open,3948 W Martin Luther King Jr Blvd,Tampa,FL,33614,Hillsborough,12057,(813) 871-7650,http://www.djj.state.fl.us/programs-facilities/detention-centers,27.980888,-82.511117,93,87,Not Specified,DHS HIFLD Critical Infrastructure
10006534,Lake Academy,State,Juvenile Detention / Residential,Juvenile,Open,9504 E Columbus Drive,Tampa,FL,33619,Hillsborough,12057,(813) 623-6286,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.967541,-82.342346,48,41,Not Specified,DHS HIFLD Critical Infrastructure
10000485,Les Peters Academy,State,Juvenile Detention / Residential,Juvenile,Open,3930 W Dr. Martin Luther King Jr Blvd,Tampa,FL,33614,Hillsborough,12057,(813) 871-7655,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.980991,-82.509207,24,22,Not Specified,DHS HIFLD Critical Infrastructure
10004617,Riverside Academy,State,Juvenile Detention / Residential,Juvenile,Closed,4004 North Riverside Drive,Tampa,FL,33603,Hillsborough,12057,(813) 739-1640,http://www.g4s.us/en-US/What%20we%20do/Services/Youth%20Services/Facilities/,27.982345,-82.47356,165,0,Not Specified,DHS HIFLD Critical Infrastructure
10004614,Tampa Residential Facility,State,Juvenile Detention / Residential,Juvenile,Open,9508 East Columbus Drive,Tampa,FL,33619,Hillsborough,12057,(813) 740-3630,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.967044,-82.340902,60,56,Not Specified,DHS HIFLD Critical Infrastructure
10004612,Tth of Tarpon Springs,State,Adult Correctional Facility,Minimum,Open,566 Brady Road,Tarpon Springs,FL,34689,Pinellas,12103,(407) 892-5700,http://thetransitionhouse.org/transform-your-life/doc/,28.167842,-82.768603,84,83,Not Specified,DHS HIFLD Critical Infrastructure
10000458,Frances Walker Halfway House,State,Juvenile Detention / Residential,Juvenile,Closed,5332 Riveredge Dr,Titusville,FL,32780,Brevard,12009,(321) 264-4033,http://www.djj.state.fl.us/programs-facilities/residential-facilities,28.545901,-80.791819,,0,Not Specified,DHS HIFLD Critical Infrastructure
10000428,Lancaster Correctional Institution,State,State / Federal Prison,Close,Open,3449 SW State Rd 26,Trenton,FL,32693,Gilchrist,12041,(352) 463-4100,http://www.dc.state.fl.us/org/facilitydir.html,29.608012,-82.863474,732,475,Not Specified,DHS HIFLD Critical Infrastructure
10000429,Lancaster Work Camp,State,Work Camp / Conservation Camp,Not Specified,Open,3449 SW State Rd 26,Trenton,FL,32693,Gilchrist,12041,(352) 463-4100,http://www.dc.state.fl.us/org/facilitydir.html,29.607795,-82.869188,,279,Not Specified,DHS HIFLD Critical Infrastructure
10000452,Umatilla Juvenile Residential Facility,State,Juvenile Detention / Residential,Juvenile,Closed,633 Umatilla Blvd,Umatilla,FL,32784,Lake,12069,,,28.935495,-81.667823,,0,Not Specified,DHS HIFLD Critical Infrastructure
10004635,Florida Environmental Institute,State,Juvenile Detention / Residential,Juvenile,Closed,19570 County Road 731,Venus,FL,33960,Glades,12043,(863) 699-3785,,27.023113,-81.444668,,0,Not Specified,DHS HIFLD Critical Infrastructure
10000489,Indian River Correctional Institution,State,State / Federal Prison,Close,Closed,7625 17th St SW,Vero Beach,FL,32968,Indian River,12061,,,27.571129,-80.487008,,0,Not Specified,DHS HIFLD Critical Infrastructure
10000519,Atlantic Community Release Center,State,Community Corrections / Re-entry,Minimum,Open,263 Fairgrounds Rd,West Palm Beach,FL,33411,Palm Beach,12099,(561) 791-4187,http://www.dc.state.fl.us/ci/index.html,26.682806,-80.192898,,44,Not Specified,DHS HIFLD Critical Infrastructure
10000518,Loxahatchee Road Prison,State,State / Federal Prison,Not Specified,Open,230 Sunshine Rd,West Palm Beach,FL,33411,Palm Beach,12099,(561) 791-4760,http://www.dc.state.fl.us/org/facilitydir.html,26.683274,-80.193874,,92,Not Specified,DHS HIFLD Critical Infrastructure
10001460,Palm Beach Juvenile Detention Center,State,Juvenile Detention / Residential,Juvenile,Open,1100 45th St,West Palm Beach,FL,33407,Palm Beach,12099,(561) 881-5020,http://www.djj.state.fl.us/programs-facilities/detention-centers,26.751167,-80.067675,65,51,Not Specified,DHS HIFLD Critical Infrastructure
10001459,West Palm Beach Community Release Center,State,Community Corrections / Re-entry,Minimum,Open,261 West Fairgrounds Rd,West Palm Beach,FL,33411,Palm Beach,12099,(561) 791-4750,http://www.dc.state.fl.us/org/facilitydir.html,26.683614,-80.192932,,147,Not Specified,DHS HIFLD Critical Infrastructure
10000412,Gulf Correctional Institution,State,State / Federal Prison,Close,Open,500 Ike Steele Road,Wewahitchka,FL,32465,Gulf,12045,(850) 639-1000,http://www.dc.state.fl.us/orginfo/facilitydir.html#4,30.175139,-85.260659,1568,1346,Not Specified,DHS HIFLD Critical Infrastructure
10000411,Gulf Correctional Institution Annex,State,State / Federal Prison,Close,Open,699 Ike Steele Road,Wewahitchka,FL,32465,Gulf,12045,(850) 639-1509,http://www.dc.state.fl.us/orginfo/facilitydir.html#4,30.175128,-85.267249,1398,1200,Not Specified,DHS HIFLD Critical Infrastructure
10000413,Gulf Forestry Camp,State,Work Camp / Conservation Camp,Not Specified,Open,3222 DOC Whitfield Rd,White City,FL,32465,Gulf,12045,(850) 827-4000,http://www.dc.state.fl.us/orginfo/facilitydir.html#4,29.90858,-85.137572,,287,Not Specified,DHS HIFLD Critical Infrastructure
10004618,Youth Environmental Services,State,Juvenile Detention / Residential,Juvenile,Open,4337 Saffold Road,Wimauma,FL,33598,Hillsborough,12057,(813) 671-5213,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.654142,-82.321379,32,,Not Specified,DHS HIFLD Critical Infrastructure
10004562,Outward Bound,State,Juvenile Detention / Residential,Juvenile,Closed,87692 Bell River Estates Road,Yulee,FL,32097,Nassau,12089,,http://www.djj.state.fl.us/Residential/facilities/north_facilities/STEP.html,30.691252,-81.562189,30,0,Not Specified,DHS HIFLD Critical Infrastructure
10000467,Zephyrhills Correctional Institution,State,State / Federal Prison,Close,Open,2739 Gall Blvd,Zephyrhills,FL,33541,Pasco,12101,(813) 782-5521,http://www.dc.state.fl.us/org/facilitydir.html,28.199098,-82.198692,758,587,Not Specified,DHS HIFLD Critical Infrastructure
10001430,Wilcox County Jail,County / Local,County / Local Jail,Not Specified,Open,123 East Main Street,Abbeville,GA,31001,Wilcox,13315,(229) 467-2322,http://wilcoxcountygeorgia.com/departments/sheriff.html,31.992625,-83.305692,,,Not Specified,DHS HIFLD Critical Infrastructure
10004546,Cook County Jail / Sheriff,County / Local,County / Local Jail,Not Specified,Open,1000 County Farm Road,Adel,GA,31620,Cook,13075,(229) 896-7471,http://www.cookcogasheriff.com/index.shtml,31.125321,-83.438021,,114,Not Specified,DHS HIFLD Critical Infrastructure
10005195,Wheeler County Jail,County / Local,County / Local Jail,Not Specified,Open,21 West Forest Avenue,Alamo,GA,30411,Wheeler,13309,(912) 568-7151,http://www.dcor.state.ga.us/GDC/FacilityMap/html/S_50000423.html,32.148326,-82.782787,,,Not Specified,DHS HIFLD Critical Infrastructure
10000324,Dougherty County Jail,County / Local,County / Local Jail,Maximum,Open,1302 Evelyn Ave,Albany,GA,31701,Dougherty,13095,(229) 430-6500,http://www.dougherty.ga.us/content/2889/3017/298293/default.aspx,31.593443,-84.121159,1230,,Not Specified,DHS HIFLD Critical Infrastructure
10004535,Bacon County Jail,County / Local,County / Local Jail,Not Specified,Open,307 South Dixon Street,Alma,GA,31510,Bacon,13005,(912) 632-5166,http://www.baconcountyso.com/index.html,31.540608,-82.469534,,,Not Specified,DHS HIFLD Critical Infrastructure
10001413,Fulton County Annex Jail,County / Local,County / Local Jail,Not Specified,Open,2565 Old Milton Pkwy,Alpharetta,GA,30004,Fulton,13121,,http://www.fultonsheriff.org/,34.068872,-84.284699,,,Not Specified,DHS HIFLD Critical Infrastructure
10004520,Sumter County Correctional Institution / Jail,County / Local,County / Local Jail,Medium,Open,346 McMath Mill Road,Americus,GA,31709,Sumter,13261,(229) 928-4582,http://www.dcor.state.ga.us/facility-finder,32.073828,-84.276859,350,355,Not Specified,DHS HIFLD Critical Infrastructure
10004466,Columbia County Jail,County / Local,County / Local Jail,Close,Open,2273 County Camp Road,Appling,GA,30802,Columbia,13073,(706) 541-3920,http://www.columbiacountyso.org/sheriff-s-office,33.535672,-82.307152,338,336,Not Specified,DHS HIFLD Critical Infrastructure
10005202,Turner County Jail,County / Local,County / Local Jail,Not Specified,Open,1301 Industrial Drive,Ashburn,GA,31714,Turner,13287,(229) 567-2401,http://www.turnercountyso.com/Home.html,31.686348,-83.639375,,66,Not Specified,DHS HIFLD Critical Infrastructure
10003914,Clarke County Correctional Institution,County / Local,County / Local Jail,Medium,Open,2825 County Farm Road,Athens,GA,30601,Clarke,13059,(706) 613-3400,https://www.athensclarkecounty.com/356/Corrections,33.944723,-83.330314,112,126,Not Specified,DHS HIFLD Critical Infrastructure
10003915,Clarke County Jail,County / Local,County / Local Jail,Not Specified,Open,3015 Lexington Road,Athens,GA,30605,Clarke,13059,(706) 613-3270,https://www.athensclarkecounty.com/205/Sheriff,33.945337,-83.328136,,413,Not Specified,DHS HIFLD Critical Infrastructure
10000288,Fulton County Jail,County / Local,County / Local Jail,Maximum,Open,901 Rice St,Atlanta,GA,30318,Fulton,13121,(404) 613-2000,http://www.fultonsheriff.org/,33.777647,-84.424484,2500,2548,Not Specified,DHS HIFLD Critical Infrastructure
10002122,Augusta - Richmond County Law Enforcement Center,County / Local,County / Local Jail,Not Specified,Closed,400 Walton Way,Augusta,GA,30901,Richmond,13245,(706) 821-1101,http://www.dcor.state.ga.us/GDC/FacilityMap/html/S_50000327.html,33.465968,-81.959697,1050,0,Not Specified,DHS HIFLD Critical Infrastructure
10001418,Charles B Webster Detention Center,County / Local,County / Local Jail,Maximum,Open,1941 Phinizy Rd,Augusta,GA,30906,Richmond,13245,(706) 821-1110,http://www.richmondcountysheriffsoffice.com/divisions.cfm,33.388586,-82.015402,1050,918,Not Specified,DHS HIFLD Critical Infrastructure
10001419,Richmond County Correctional Institution,County / Local,County / Local Jail,Medium,Open,2314 Tobacco Rd,Augusta,GA,30906,Richmond,13245,(706) 798-5572,http://www.dcor.state.ga.us/GDC/FacilityMap/html/S_50000237.html,33.373325,-82.039201,350,280,Not Specified,DHS HIFLD Critical Infrastructure
10003940,Decatur County Correctional Institution,County / Local,County / Local Jail,Medium,Open,1153 Airport Road,Bainbridge,GA,39817,Decatur,13087,(229) 248-3035,http://www.decaturcountyga.gov/decatur-county-prison-dcci/,30.907752,-84.603332,382,195,Not Specified,DHS HIFLD Critical Infrastructure
10003939,Decatur County Jail,County / Local,County / Local Jail,Not Specified,Open,912 Spring Creek Road,Bainbridge,GA,39817,Decatur,13087,(229) 248-3050,http://decaturso.com/,30.908147,-84.60044,,86,Not Specified,DHS HIFLD Critical Infrastructure
10004490,Lamar County Jail,County / Local,County / Local Jail,Not Specified,Open,121 Roberta Drive,Barnesville,GA,30204,Lamar,13171,(770) 358-5151,https://www.lamarcountysheriff.com/,33.043075,-84.171462,152,59,Not Specified,DHS HIFLD Critical Infrastructure
10006236,Appling County Jail,County / Local,County / Local Jail,Not Specified,Open,560 Barnes Street,Baxley,GA,31513,Appling,13001,(912) 367-8120,http://www.applingcountysheriffsoffice.com/INDEX.html,31.783603,-82.358687,84,,Not Specified,DHS HIFLD Critical Infrastructure
10005205,Pierce County Jail,County / Local,County / Local Jail,Not Specified,Open,300 Pierce Industrial Boulevard,Blackshear,GA,31516,Pierce,13229,(912) 449-2012,http://www.piercegaso.org/home2.html,31.302,-82.232793,,,Not Specified,DHS HIFLD Critical Infrastructure
10003881,Union County Jail / Sheriff,County / Local,County / Local Jail,Not Specified,Open,378 Beasley St.,Blairsville,GA,30512,Union,13291,(706) 439-6080,http://www.unioncountygasheriff.org/,34.873429,-83.940841,57,67,Not Specified,DHS HIFLD Critical Infrastructure
10006340,Early County Jail,County / Local,County / Local Jail,Not Specified,Open,18610 East South Boulevard,Blakely,GA,39823,Early,13099,(229) 723-3577,http://www.earlycountysheriff.com/ecso.html,31.364952,-84.926663,74,,Not Specified,DHS HIFLD Critical Infrastructure
10003875,Fannin County Jail / Sheriff,County / Local,County / Local Jail,Not Specified,Open,645 West 1st Street,Blue Ridge,GA,30513,Fannin,13111,(706) 632-2045,http://www.fanninsheriffga.us/index.html,34.864535,-84.327139,,1,Not Specified,DHS HIFLD Critical Infrastructure
10003919,Bowdon City Jail,County / Local,County / Local Jail,Not Specified,Open,136 City Hall Avenue,Bowdon,GA,30108,Carroll,13045,(770) 258-3301,http://www.bowdonpolice.com/home,33.53785,-85.251876,,,Not Specified,DHS HIFLD Critical Infrastructure
10004542,Glynn County Detention Center,County / Local,County / Local Jail,Not Specified,Open,100 Sulphur Springs Rd,Brunswick,GA,31520,Glynn,13127,(912) 554-7600,http://www.glynncountysheriff.org/Default.aspx,31.19006,-81.505637,612,413,Not Specified,DHS HIFLD Critical Infrastructure
10001416,Haralson County Detention Facility,County / Local,County / Local Jail,Maximum,Open,224 Holly St,Buchanan,GA,30113,Haralson,13143,(770) 646-2011,http://www.sheriffhcga.com/,33.801673,-85.180283,,117,Not Specified,DHS HIFLD Critical Infrastructure
10003932,Marion County Jail,County / Local,County / Local Jail,Not Specified,Open,388 Georgia Highway 41,Buena Vista,GA,31803,Marion,13197,(229) 649-3841,http://www.marioncountygasheriff.org/home.html,32.331586,-84.527508,30,1,Not Specified,DHS HIFLD Critical Infrastructure
10004511,Taylor County Jail,County / Local,County / Local Jail,Not Specified,Open,103 Ivy Street,Butler,GA,31006,Taylor,13269,(478) 862-5444,http://taylorcountyga.com/departments/sheriffs-office/,32.55807,-84.237136,,,Not Specified,DHS HIFLD Critical Infrastructure
10003941,Grady County Jail / Sheriff,County / Local,County / Local Jail,Not Specified,Open,115 16th Avenue Northeast,Cairo,GA,39828,Grady,13131,(229) 377-5200,http://gradyso.com/,30.894864,-84.202546,,2,Not Specified,DHS HIFLD Critical Infrastructure
10003889,Gordon County Jail,County / Local,County / Local Jail,Not Specified,Open,2700 US 41 North,Calhoun,GA,30701,Gordon,13129,(706) 629-1245,http://gordoncounty.org/departments/sheriffs-office/,34.571601,-84.941991,376,,Not Specified,DHS HIFLD Critical Infrastructure
10002149,Mitchell County Correctional Institute,County / Local,County / Local Jail,Medium,Open,4838 State Hwy 37 E,Camilla,GA,31730,Mitchell,13205,(229) 336-2045,http://www.mitchellcountyga.net/correctionalinstitute.html,31.232809,-84.179977,159,144,Not Specified,DHS HIFLD Critical Infrastructure
